video_id,video_title,url,transcript_available,review_reason
6u7iI8GhLWk,The Real Reason Medicine Is Unaffordable in America,https://www.youtube.com/watch?v=6u7iI8GhLWk,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
zYEjmUv1FXs,The Market at All Time Highs - Don’t Make This Mistake,https://www.youtube.com/watch?v=zYEjmUv1FXs,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
6gPw-Nns_bs,The Biggest Problems All Have One Simple Solution,https://www.youtube.com/watch?v=6gPw-Nns_bs,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
7OVjzdWglko,Get Your Wealth Out of the System Before it’s Too Late,https://www.youtube.com/watch?v=7OVjzdWglko,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
lywcaDDshqw,Did Trump Just Make Cars Cheap Again?,https://www.youtube.com/watch?v=lywcaDDshqw,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
2Y7_c_Xw9SM,Markets are About to Do the Unexpected,https://www.youtube.com/watch?v=2Y7_c_Xw9SM,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
OsrpFZPUmRY,How Artificially Low Rates Actually Destroy Wealth,https://www.youtube.com/watch?v=OsrpFZPUmRY,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
rHkrE4uM09Y,Over 40 Million Americans are on Food Stamps?,https://www.youtube.com/watch?v=rHkrE4uM09Y,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
WtJFASHSwvA,When “Inflate Away the Debt” Stops Working,https://www.youtube.com/watch?v=WtJFASHSwvA,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
OaXkdl0FQz8,It's Time to Get Your Wealth Outside the System,https://www.youtube.com/watch?v=OaXkdl0FQz8,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
Zi8M9cfTN2w,"Are Diamonds a Scam? The Truth about this ""Asset""",https://www.youtube.com/watch?v=Zi8M9cfTN2w,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
ysFFlpjqdiM,Why the Bible Outlaws Charging Interest on Debt,https://www.youtube.com/watch?v=ysFFlpjqdiM,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
ENhQtnz-BN0,They Just Revealed Their Plan to Deal with the Debt Crisis,https://www.youtube.com/watch?v=ENhQtnz-BN0,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
OcVL7gv54YE,The 40 Year Debt Cycle is Not Slowing Down,https://www.youtube.com/watch?v=OcVL7gv54YE,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
zLsCByn2GrA,History Suggests the Market has Another Leg Down,https://www.youtube.com/watch?v=zLsCByn2GrA,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
H_YZQgv61mY,The Truth About This Crash - Who is Actually Selling,https://www.youtube.com/watch?v=H_YZQgv61mY,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
q1GVN1jjOYE,"Elon Discovered 14 ""Magic Money Computers"" Explained",https://www.youtube.com/watch?v=q1GVN1jjOYE,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
LCn_Z2weSng,Do This By 40 and You'll Be Set for Life,https://www.youtube.com/watch?v=LCn_Z2weSng,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
r1lbeLBGuCw,Everyone Thinks the Market is About to Crash,https://www.youtube.com/watch?v=r1lbeLBGuCw,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
1juJGETFr2U,This Always Happens Right Before a Market Crash,https://www.youtube.com/watch?v=1juJGETFr2U,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
_OOfaFPw7eE,Why LOOKING POOR is Important (or is it?),https://www.youtube.com/watch?v=_OOfaFPw7eE,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
lunA0RB7Kq0,I Just Got Called Out by The Plain Bagel,https://www.youtube.com/watch?v=lunA0RB7Kq0,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
dL4vyXoWVhs,Insiders are Selling like Never Before (while retail is buying),https://www.youtube.com/watch?v=dL4vyXoWVhs,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
Eu5qtUGP16c,The Total Market Melt-Up has Begun,https://www.youtube.com/watch?v=Eu5qtUGP16c,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
6y1BG9-VDQo,The Japan Trade that Crashed the Market is Only Halfway Done,https://www.youtube.com/watch?v=6y1BG9-VDQo,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
va7pFzPlOU4,Is it Immoral to be a Billionaire?,https://www.youtube.com/watch?v=va7pFzPlOU4,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
JTbCZD7WI9I,"Yes, Money CAN Buy Happiness. Here's How",https://www.youtube.com/watch?v=JTbCZD7WI9I,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
hr2zm33_0Ss,How to Short Literally Anything,https://www.youtube.com/watch?v=hr2zm33_0Ss,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
pbZvAdbMkvc,12 Secrets about Wealth You Didn't Know were in the Bible,https://www.youtube.com/watch?v=pbZvAdbMkvc,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
vnkLCoJwsk0,"How to make $1,000 Per Day with a Small YouTube Channel",https://www.youtube.com/watch?v=vnkLCoJwsk0,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
FWTlCaJVolo,How the US will Inflate its Debt Away (and you can too),https://www.youtube.com/watch?v=FWTlCaJVolo,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
MLUO7Ddoohc,How I Went from Broke & In-Debt to Multi-Millionaire in 10 Years,https://www.youtube.com/watch?v=MLUO7Ddoohc,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
bR8zT99mtOM,These 6 Forces will Control Markets in 2024,https://www.youtube.com/watch?v=bR8zT99mtOM,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
QvjaO2_mNs4,They'll Try to Inflate Away the Debt. It Won't Work.,https://www.youtube.com/watch?v=QvjaO2_mNs4,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
OTcSUe_naxo,Cracks are Starting to Appear in Overnight Funding Markets,https://www.youtube.com/watch?v=OTcSUe_naxo,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
ks97OS8XcDY,Why the Next Decade Will Not Look Like the Last,https://www.youtube.com/watch?v=ks97OS8XcDY,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
qn9YkwX0Hew,The Debt Can’t be Repaid - So What will Happen Instead?,https://www.youtube.com/watch?v=qn9YkwX0Hew,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
KEV8UWFvO-Q,The Real Reason Why Millennials are the Poorest Generation,https://www.youtube.com/watch?v=KEV8UWFvO-Q,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
Ir2PhlAszss,I've Studied Money for 10 Years - These 12 Lessons Make People RICH,https://www.youtube.com/watch?v=Ir2PhlAszss,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
Jglh8dTGhKg,Shutdown Averted for 45 Days... How Long Can They Keep Doing This?,https://www.youtube.com/watch?v=Jglh8dTGhKg,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
zJrQQy2gLY0,This is What it Looks Like Right Before a Depression Starts,https://www.youtube.com/watch?v=zJrQQy2gLY0,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
QeNcal4ZWBg,The Rise of Javier Milei,https://www.youtube.com/watch?v=QeNcal4ZWBg,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
5275nrOnfW4,This Month could be Brutal,https://www.youtube.com/watch?v=5275nrOnfW4,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
A4QvI_fAkYc,The Next Decade will be a Repeat of the 70’s,https://www.youtube.com/watch?v=A4QvI_fAkYc,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
E6UV2Ntc7QU,This Time is Different,https://www.youtube.com/watch?v=E6UV2Ntc7QU,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
Pi4CHqn1ppI,The Boom is Over. The Bust has Begun,https://www.youtube.com/watch?v=Pi4CHqn1ppI,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
APHP5Mi1_Kk,The American Borrowing Binge has Ended,https://www.youtube.com/watch?v=APHP5Mi1_Kk,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
rvscAO3ibic,How Money Actually Changes People,https://www.youtube.com/watch?v=rvscAO3ibic,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
nUjQB2HG4EM,The American Experiment is Coming to an End,https://www.youtube.com/watch?v=nUjQB2HG4EM,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
1MkUSBdLPgM,"""The Market Will Always Go Up"" is a Lie",https://www.youtube.com/watch?v=1MkUSBdLPgM,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
cnfyMG2x1bQ,The Budget that would Save America,https://www.youtube.com/watch?v=cnfyMG2x1bQ,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
wpvnhxlYsVw,Eurodollars: The Greatest Risk to the Global Financial System,https://www.youtube.com/watch?v=wpvnhxlYsVw,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
v2hkpYA7EuY,"New Debt Numbers Just Dropped, and it's Not Good",https://www.youtube.com/watch?v=v2hkpYA7EuY,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
SgVn0zHaRtQ,The Real Reason Biden Chose Brainard as Top Economic Advisor,https://www.youtube.com/watch?v=SgVn0zHaRtQ,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
HQYFGMniPmc,Used Car Market is Crashing Faster than 2009,https://www.youtube.com/watch?v=HQYFGMniPmc,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
Axdik-HWvK4,How the IMF Keeps Developing Nations Poor,https://www.youtube.com/watch?v=Axdik-HWvK4,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
_GSy7c75Lx0,Top 12 Books for 2023,https://www.youtube.com/watch?v=_GSy7c75Lx0,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
AIqi4KQYwDc,Retailers are Telling Suppliers to Stop Sending Inventory,https://www.youtube.com/watch?v=AIqi4KQYwDc,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
UOt-TMzHnVY,New YouTube Studio Office Tour 2023,https://www.youtube.com/watch?v=UOt-TMzHnVY,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
KGl8chkVt6w,The Global Nuclear Landscape is Shifting Quickly,https://www.youtube.com/watch?v=KGl8chkVt6w,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
POmfWWuPxzs,Dutch Govt is Shutting Down Farms By Force,https://www.youtube.com/watch?v=POmfWWuPxzs,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
SJfd_o62dvg,Social Security will be Depleted by 2034,https://www.youtube.com/watch?v=SJfd_o62dvg,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
ie84qVVFHms,Carvana Collapse and the Used Car Market,https://www.youtube.com/watch?v=ie84qVVFHms,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
f7W8q19yQdE,"Voting, Rights, and Legislating Morality",https://www.youtube.com/watch?v=f7W8q19yQdE,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
wy1sVq33hU0,This Contrarian Indicator says Market has Bottomed?,https://www.youtube.com/watch?v=wy1sVq33hU0,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
A4fa77Vfuz8,The FedEx Indicator is Flashing Warning Signs,https://www.youtube.com/watch?v=A4fa77Vfuz8,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
AyzW_D7x3b8,American Families are Going into Debt at Record Pace,https://www.youtube.com/watch?v=AyzW_D7x3b8,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
j6BRfFly-l4,The Man Alone in the Ring,https://www.youtube.com/watch?v=j6BRfFly-l4,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
BOzP85llRIA,My Channel is Changing,https://www.youtube.com/watch?v=BOzP85llRIA,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
GUEBTukPLU4,How to Use Level 2 Market Depth,https://www.youtube.com/watch?v=GUEBTukPLU4,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
_teJOtB7lIY,Is the US Actually Inflating its Debt Away?,https://www.youtube.com/watch?v=_teJOtB7lIY,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
-QdcScTcl0I,Economic Pain Means More Opportunities to Make Money with Nick Hodge,https://www.youtube.com/watch?v=-QdcScTcl0I,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
oz28WPQICZg,The UK Just Broke,https://www.youtube.com/watch?v=oz28WPQICZg,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
CzZtKd47OxU,What the Bible Actually Says about Wealth,https://www.youtube.com/watch?v=CzZtKd47OxU,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
RGGs2hfojDo,How to Fix America with only 5 Changes,https://www.youtube.com/watch?v=RGGs2hfojDo,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
_o7OrV_pv28,America: From Land of the Free to Home of the Slave,https://www.youtube.com/watch?v=_o7OrV_pv28,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
3D4MRb7BsUw,Why Debt is Worse for Nations than Individuals,https://www.youtube.com/watch?v=3D4MRb7BsUw,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
M6GeDLNQVQQ,How to Perfect Any Skill,https://www.youtube.com/watch?v=M6GeDLNQVQQ,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
EG2xvHR1PLY,Why the Boom Makes the Bust Inevitable,https://www.youtube.com/watch?v=EG2xvHR1PLY,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
fLVxl5VHNLo,This is How I Get Exactly What I Want in Life,https://www.youtube.com/watch?v=fLVxl5VHNLo,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
u4svIGdJBho,Windows and Mirrors Quadrant,https://www.youtube.com/watch?v=u4svIGdJBho,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
kPnR8opQgn8,"Riots, Rebellions, and Revolutions All Around the World",https://www.youtube.com/watch?v=kPnR8opQgn8,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
jm_3zithxR8,Do Not Underestimate the Coming Financial Storm,https://www.youtube.com/watch?v=jm_3zithxR8,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
ZbiwNL4O-u0,4 Steps to Prepare For Financial Storm,https://www.youtube.com/watch?v=ZbiwNL4O-u0,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
iqGr9e2eFRw,How I Find High Quality Advice,https://www.youtube.com/watch?v=iqGr9e2eFRw,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
b2n-sPut3Kc,Your Questions Answered,https://www.youtube.com/watch?v=b2n-sPut3Kc,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
t45114jrLW0,"It's Not Our Fault, But It IS Our Responsibility",https://www.youtube.com/watch?v=t45114jrLW0,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
NT-7w1sHG00,"""A Hurricane Is Coming - Brace Yourselves"" | Jamie Dimon",https://www.youtube.com/watch?v=NT-7w1sHG00,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
QXcLwyT9pfs,A Generational Wealth Creation Opportunity,https://www.youtube.com/watch?v=QXcLwyT9pfs,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
UKPj_ZYw5kk,Where to Put your Money during the Worst Market Since 2020,https://www.youtube.com/watch?v=UKPj_ZYw5kk,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
mZRf2qZQHbU,Extreme Fear Guage Sending Huge Buy Signal,https://www.youtube.com/watch?v=mZRf2qZQHbU,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
rXexUcBwiMc,History Tells Us What is Coming Next | with Mark Moss,https://www.youtube.com/watch?v=rXexUcBwiMc,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
we599ErmB2A,"Elon Musk Offers to take Twitter Private, ""Funding Secured""",https://www.youtube.com/watch?v=we599ErmB2A,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
jk7dE2vSiFg,New Discoveries being found in Ancient Mines,https://www.youtube.com/watch?v=jk7dE2vSiFg,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
S2OVktyRBvg,Elon Musk Challenged Putin to a Fight to the Death,https://www.youtube.com/watch?v=S2OVktyRBvg,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
mMcgtosGusA,The Largest Acquisition in History Signals Good Times are Almost Over?,https://www.youtube.com/watch?v=mMcgtosGusA,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
RsRDhyH44rE,The Largest Market Cap Drop in History,https://www.youtube.com/watch?v=RsRDhyH44rE,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
B57MFUkhjeA,How to Build the Fastest External SSD in 5 Minutes,https://www.youtube.com/watch?v=B57MFUkhjeA,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
G5I6RaCvjNU,Join Me in Dallas on March 5th,https://www.youtube.com/watch?v=G5I6RaCvjNU,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
C_0Hy-IHSWQ,Thousands of Flights Getting Cancelled… Including Mine,https://www.youtube.com/watch?v=C_0Hy-IHSWQ,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
NnoezPXXf58,The Impact of Derivatives on Prices (manipulation?),https://www.youtube.com/watch?v=NnoezPXXf58,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
M171olxHuoc,How to Read 100 Books Every Year,https://www.youtube.com/watch?v=M171olxHuoc,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
RoFy9WaSGrM,I Lost 50 Pounds in 5 Months with the Carnivore Diet,https://www.youtube.com/watch?v=RoFy9WaSGrM,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
BO-DIAN2uiE,Giving Back This Christmas,https://www.youtube.com/watch?v=BO-DIAN2uiE,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
fHzebC2GR2Q,Decentralization will NOT Fix Big Tech | Aleks Svetski Clip,https://www.youtube.com/watch?v=fHzebC2GR2Q,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
2XMyKbk4_Dw,The Rise and Fall of Great Powers,https://www.youtube.com/watch?v=2XMyKbk4_Dw,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
efDb3Bpi9I0,Ray Dalio Says Cash Won't Save You,https://www.youtube.com/watch?v=efDb3Bpi9I0,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
LaIkcyO6jzw,Bloomberg Editor Claims Stable Prices are Immoral,https://www.youtube.com/watch?v=LaIkcyO6jzw,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
mstP-uv4jw0,The Best News You'll Hear All Year,https://www.youtube.com/watch?v=mstP-uv4jw0,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
4Vn-7ZUXLRU,The Cost of Money,https://www.youtube.com/watch?v=4Vn-7ZUXLRU,true,No rule match; inspect context before assigning a financial theme or marking as non-financial
bBOvZl8QS5I,Why the Shiba Inu Billionaire Will Lose it All,https://www.youtube.com/watch?v=bBOvZl8QS5I,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
iHZ07rcLI04,The Dark Side of MMT,https://www.youtube.com/watch?v=iHZ07rcLI04,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
Opn4f2WZ93k,Biden Notifies Federal Agencies to Prepare for Shutdown,https://www.youtube.com/watch?v=Opn4f2WZ93k,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
J1i6Oe7CUx4,Global Debt Mountain Nears $300 TRILLION - Cannot Be Repaid,https://www.youtube.com/watch?v=J1i6Oe7CUx4,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
t2XNzudxxq4,small losses,https://www.youtube.com/watch?v=t2XNzudxxq4,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
Es9L5LfLfPM,Your 'Average Annual Return' is a Lie,https://www.youtube.com/watch?v=Es9L5LfLfPM,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
IaWoe991QgM,New APMEX App Review,https://www.youtube.com/watch?v=IaWoe991QgM,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
Gz3dD3mXgow,"Real Growth brings Abundance. Instead, we have Shortages.",https://www.youtube.com/watch?v=Gz3dD3mXgow,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
qzBUWCIXd_k,Extreme Fear in the Markets Right Now,https://www.youtube.com/watch?v=qzBUWCIXd_k,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
Ld5pxspnpTo,Manipulated Markets are Huge Opportunities to Profit,https://www.youtube.com/watch?v=Ld5pxspnpTo,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
vdCXfR0-p80,"Why I ""Lie"" in My Videos (explanation)",https://www.youtube.com/watch?v=vdCXfR0-p80,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
jvM7IT6Z344,Why They Can't 'Print' Away the Debt Problem,https://www.youtube.com/watch?v=jvM7IT6Z344,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
NjdjtgqcnZo,Bernie Madoff Dies | What We Can Learn from His Story,https://www.youtube.com/watch?v=NjdjtgqcnZo,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
hxUl6bd_oWU,The NEXT $3 Trillion...,https://www.youtube.com/watch?v=hxUl6bd_oWU,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
bWYrcjWbHr8,Why the Rich are Swallowing Up Farmland (and you should too),https://www.youtube.com/watch?v=bWYrcjWbHr8,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
wBqxD9zKzlo,Why the US will NOT End Up Like Japan,https://www.youtube.com/watch?v=wBqxD9zKzlo,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
tqKNcyRymrA,The Biggest Crash of our Lifetimes?,https://www.youtube.com/watch?v=tqKNcyRymrA,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
BwX6HfNHtE0,Has the Everything-Melt-Up Begun? (bad for the poor),https://www.youtube.com/watch?v=BwX6HfNHtE0,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
jb8uRISf5nY,Manipulated Markets are Always Destined to Fail (with price explosion),https://www.youtube.com/watch?v=jb8uRISf5nY,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
oHxJbvemQ3E,Insiders are Selling Again... is a Crash Coming?,https://www.youtube.com/watch?v=oHxJbvemQ3E,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
hx5oqIHYfdI,If I Get Banned by YouTube...,https://www.youtube.com/watch?v=hx5oqIHYfdI,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
bIaOLQ64OPo,10 BIG Things Coming in 2021,https://www.youtube.com/watch?v=bIaOLQ64OPo,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
9kd_HHEmUrM,The Big Debt Problem,https://www.youtube.com/watch?v=9kd_HHEmUrM,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
PAOvuduiNNk,2020 Christmas Gift Guide (gifts that MAKE money),https://www.youtube.com/watch?v=PAOvuduiNNk,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
kImxqvIMTyQ,WARNING: These Funds Are DESIGNED to LOSE Money,https://www.youtube.com/watch?v=kImxqvIMTyQ,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
ZU1_av3hTL4,3 Assets on the Verge of a HUGE Move,https://www.youtube.com/watch?v=ZU1_av3hTL4,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
vS8xMiRbrIg,Amazon Pharmacy is a Game Changer,https://www.youtube.com/watch?v=vS8xMiRbrIg,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
ly3jzpiuT8Y,I Just Shorted the Market,https://www.youtube.com/watch?v=ly3jzpiuT8Y,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
O7j0FWASs1U,Markets are LOVING this Contested Election,https://www.youtube.com/watch?v=O7j0FWASs1U,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
EyW5Xj9uPrU,My Final Election Forecasts,https://www.youtube.com/watch?v=EyW5Xj9uPrU,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
1OICqTNn7Ec,Big Moves Ahead for Asset Prices,https://www.youtube.com/watch?v=1OICqTNn7Ec,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
PKR-y8V8Bo8,WARNING! Stop Using Robinhood Immediately (and where to go instead),https://www.youtube.com/watch?v=PKR-y8V8Bo8,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
48fuszpi5XQ,Markets Look Prepared to Rally into End of Year,https://www.youtube.com/watch?v=48fuszpi5XQ,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
F6lyoigVn60,How to Make $1 MILLION in 6 Months Predicting the Market,https://www.youtube.com/watch?v=F6lyoigVn60,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
XZUwZrWH5ZQ,The Truth Behind the Nikola FRAUD,https://www.youtube.com/watch?v=XZUwZrWH5ZQ,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
KViP7czIlM0,Asset Prices are Consolidating Before Next Leg Up,https://www.youtube.com/watch?v=KViP7czIlM0,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
5MqWNrNqSFg,QUICK Market Update Tuesday Sep 8 | What is the Market Doing?,https://www.youtube.com/watch?v=5MqWNrNqSFg,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
LdcrX8vQisA,The Truth About the Coin Shortage,https://www.youtube.com/watch?v=LdcrX8vQisA,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
n5sURtT64uo,Roofstock Review: The Easiest Way to Invest in Quality Rental Properties,https://www.youtube.com/watch?v=n5sURtT64uo,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
Usd2su3YhKw,The WILD Story of Hertz Bankruptcy and the Robinhood Effect,https://www.youtube.com/watch?v=Usd2su3YhKw,false,No rule match; inspect context before assigning a financial theme or marking as non-financial
